Username,ID,Comment,Open,Created at,Closed at,Changes,Added,Modified,Deleted,name_highway added,name_highway modified,name_highway deleted,surface_highway added,surface_highway modified,surface_highway deleted,Discussions,URL
Traaker_L,73364690,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-14T20:46:40Z,2019-08-14T20:46:42Z,9,1,8,0,7,0,0,1,0,0,0,https://www.openstreetmap.org/changeset/73364690
Traaker_L,73364303,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-14T20:32:52Z,2019-08-14T20:32:53Z,15,0,15,0,10,1,0,0,0,0,0,https://www.openstreetmap.org/changeset/73364303
Traaker_L,73363804,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-14T20:13:03Z,2019-08-14T20:13:46Z,29,0,28,1,13,1,0,0,0,0,0,https://www.openstreetmap.org/changeset/73363804
Traaker_L,73362295,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-14T19:19:07Z,2019-08-14T19:19:08Z,7,2,5,0,0,0,0,0,0,0,0,https://www.openstreetmap.org/changeset/73362295
Traaker_L,73361820,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-14T19:04:02Z,2019-08-14T19:04:03Z,13,0,13,0,1,1,0,0,0,0,0,https://www.openstreetmap.org/changeset/73361820
Traaker_L,73360890,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-14T18:29:43Z,2019-08-14T18:29:45Z,15,1,14,0,5,1,0,0,0,0,0,https://www.openstreetmap.org/changeset/73360890
Traaker_L,73358889,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-14T17:20:27Z,2019-08-14T17:20:28Z,24,2,22,0,0,4,0,0,0,0,0,https://www.openstreetmap.org/changeset/73358889
Traaker_L,73357703,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-14T16:41:34Z,2019-08-14T16:41:35Z,11,0,11,0,0,1,0,0,0,0,0,https://www.openstreetmap.org/changeset/73357703
Traaker_L,73327442,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-13T23:05:49Z,2019-08-13T23:05:50Z,1,0,1,0,1,0,0,0,0,0,0,https://www.openstreetmap.org/changeset/73327442
Traaker_L,73326147,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-13T21:46:03Z,2019-08-13T21:46:04Z,14,0,14,0,2,3,0,0,0,0,0,https://www.openstreetmap.org/changeset/73326147
Traaker_L,73325360,"b'Adding way and street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-13T21:11:29Z,2019-08-13T21:11:31Z,22,16,6,0,4,0,0,0,0,0,0,https://www.openstreetmap.org/changeset/73325360
Traaker_L,73324239,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-13T20:26:03Z,2019-08-13T20:26:04Z,8,0,8,0,5,3,0,0,0,0,0,https://www.openstreetmap.org/changeset/73324239
Traaker_L,73321710,"b'Adding street names in Johannesburg, South Africa. #Kaart 2019 #Kaart-317'",false,2019-08-13T19:01:12Z,2019-08-13T19:01:14Z,6,0,6,0,2,3,0,0,0,0,0,https://www.openstreetmap.org/changeset/73321710
